"#","Registration No / Notification No","Product Name","Holder"
"10432","MAL10080125TC","Alterni Cordyceps Capsule","ALTERNI (M) SDN BHD"
"10433","MAL10120093TC","One Nice Pearl Powder","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"10434","MAL11060063TC","Cordyceps Queen","TYT-KEVA SDN. BHD."
"10435","MAL10100215TC","NewCo Ginseng Cordyceps Capsule","TST (ASIA) SDN. BHD."
"10436","MAL11050018T","KAPSUL CCG","HPA INDUSTRIES SDN. BHD."
"10437","MAL11030140TC","Nutriday Bird""s Nest Pai Fong Wan Plus","Kosmo Life Marketing"
"10438","MAL11030141TC","Nutriday Evershine Pai Fong Wan","Kosmo Life Marketing"
"10439","MAL10070663T","BING HAN SENG LER CAPSULES.","BIING HAN ENTERPRISE SDN. BHD."
"10440","MAL11030130T","POON GOOR SOE CHUAN BEI PEI PA KO PLUS UBAT BATUK HERBA DUA ORANG TUA","POON GOOR SOE MANUFACTURE SDN BHD"
"10441","MAL10063036T","Phyto Fiber Lemon Flavour","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD"
"10442","MAL10100189TC","Butea Plus Capsule 500mg","Natural Summit Sdn Bhd"
"10443","MAL10063037T","Phyto Fiber Original Flavour","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD"
"10444","MAL10063038T","Phyto Fiber  Clenz","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD"
"10445","MAL11030063T","POON GOOR SOE CHUAN BEI PEI PA LO PLUS UBAT BATUK HERBA DUA ORANG TUA","POON GOOR SOE MANUFACTURE SDN BHD"
"10446","MAL11010040T","Kenrixs Nutrifine Bai Feng Wan with Bird's Nest Plus","WAN YEEN TRADING SDN. BHD."
"10447","MAL11080032TC","Tong Xin Yuan Bai Fong Wan Bird's Nest, Cordyceps Plus","WAN YEEN TRADING SDN. BHD."
"10448","MAL10063064T","PHYTO GREENS PLUS Orange Flavour","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD"
"10449","MAL10063065T","PHYTO GREENS Original Flavour","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD"
"10450","MAL11070029T","Chang Sze Long Bai Feng Wan with Pearl and Bird's Nest Plus (Small Pill)","WAN YEEN TRADING SDN. BHD."
"10451","MAL10080127TC","Alterni Ginseng Capsule","ALTERNI (M) SDN BHD"
"10452","MAL10110075TC","Postum Pill","CHUA TONGSAN SDN. BHD."
"10453","MAL10110117T","NATURALLE TONGKAT ALI CAPSULE 100 MG","Duopharma Marketing Sdn. Bhd."
"10454","MAL10110107T","NATURALLE TONGKAT ALI PLUS CAPSULE","Duopharma Marketing Sdn. Bhd."
"10455","MAL12020026T","NATURALLE KACIP FATIMAH PLUS CAPSULE","Duopharma Marketing Sdn. Bhd."
"10456","MAL11030131TC","Liposinol with BerryLite Stick Sachet","INQPHARM GROUP SDN. BHD."
"10457","MAL11050019T","rahsia bunga","SERI MH UMMI SDN BHD"
"10458","MAL10100102TC","ASTAR Natural C Capsule","BIO-SCIENCE MARKETING SDN. BHD."
"10459","MAL10110114TC","TCM LADY HEALTHCARE CAPSULE","Tcm Specialist Centre (pudu) Sdn. Bhd."
"10460","MAL10100107TC","ACE ORGANIC ashitaba Capsule","Ace Organic Ashitaba Sdn Bhd"
"10461","MAL11070037T","ismu aazom semeru mas plus","SERI MH UMMI SDN BHD"
"10462","MAL10110119TCR","BLACKMORES BILBERRY 5000 TABLET","BLACKMORES (MALAYSIA) SDN. BHD."
"10463","MAL10100072T","Di Ann Pai Feng Wan","DI ANN TRADING"
"10464","MAL11060059T","Jamu Nenek Sang Suria Kapsul Tradisional","SERI MH UMMI SDN BHD"
"10465","MAL11030035T","BTY SHU JIN KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10466","MAL10110060T","BTY GAN LU XIAO DU KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"10467","MAL10110061T","BTY DU HUO JI SHENG KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10468","MAL10110062T","BTY YIN QIAO JIE DU KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"10469","MAL10110063T","BTY LIU WEI DI HUANG KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10470","MAL11030142T","BTY YANG YIN QING FEI KE LI","BTY WORLDWIDE SDN.BHD."
"10471","MAL11030143T","BTY DAN ZHI XIAO YAO KE LI","BTY WORLDWIDE SDN.BHD."
"10472","MAL11030144T","BTY QI JU DI HUANG KE LI","BTY WORLDWIDE SDN.BHD."
"10473","MAL10100190T","BTY SANG JU KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10474","MAL10100191T","BTY TAO HONG SI WU KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10475","MAL10100192T","BTY FU FANG DU ZHONG KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10476","MAL10100193T","BTY FU FANG ZHE BEI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10477","MAL10100194T","BTY XIAO CHAI HU KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10478","MAL11030050T","BTY LONG DAN XIE GAN KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10479","MAL11030056T","BTY BU ZHONG YI QI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10480","MAL11030051T","BTY SHAO YAO GAN CAO KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10481","MAL11030057T","BTY JIAN BI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10482","MAL10100195T","BTY FU FANG XIN YI KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"10483","MAL10100196T","BTY SI WU KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10484","MAL10100089TC","YOW SANG BA PAO CHI SING CHA","Yow Sang Medicine Co. Sdn. Bhd."
"10485","MAL10070621TC","TCM FU ZHEN CAPSULE","Tcm Specialist Centre (pudu) Sdn. Bhd."
"10486","MAL11040033T","KAPSUL DELIMA","HPA INDUSTRIES SDN. BHD."
"10487","MAL11040034T","KAPSUL MANGOSTEEN","HPA INDUSTRIES SDN. BHD."
"10488","MAL10110102T","GLADIES TABLET","MAJOR INTEREST SDN BHD"
"10489","MAL11010051T","Oriyen Organic Cordyceps 250mg","WINWA MEDICAL SDN. BHD."
"10490","MAL20122254TC","Glysomin","Eternal Wellness Sdn Bhd"
"10491","MAL10110076T","TABLET GAMAT PLUS HARUAN","MAJOR INTEREST SDN BHD"
"10492","MAL11070031TC","Prunus Plus Tea","KIN BIO GLOBAL SDN BHD"
"10493","MAL10100073T","INFINITY BLACK SEED OIL PLUS OLIVE LEAVES EXTRACT SOFTGEL","NUTRISIAST GLOBAL MARKETING SDN BHD"
"10494","MAL10120074T","apotec Cordyceps B-Care Plus Capsule","Bioalpha International Sdn. Bhd."
"10495","MAL11060044TC","Jamu Habbatus Sauda Plus","Aula Herba"
"10496","MAL11080024T","1-Shake","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"10497","MAL11080025T","1-Shake Lite","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"10498","MAL10120087T","apotec Cordyceps Immu-Plus Capsule","Bioalpha International Sdn. Bhd."
"10499","MAL10080097T","Cordy-Fem Capsule","Bioalpha International Sdn. Bhd."
"10500","MAL11030149T","Cordyceps Mycelia Capsules","WENG LI SDN BHD"
"10501","MAL10110057T","HONBO MENO CARE PLUS","SG GLOBAL BIOTECH SDN BHD"
"10502","MAL11040030T","nushine Femin Plus Capsule","Bioalpha International Sdn. Bhd."
"10503","MAL11120029T","VITAHERB Red Vine Extract 360mg Tablet","WINWA MEDICAL SDN. BHD."
"10504","MAL11090028TR","NuvaFlexB™ Capsules","NUVANTA SDN. BHD."
"10505","MAL10080129TC","Icare Chewable Spirulina Tablet  250mg","Natural Summit Sdn Bhd"
"10506","MAL11120023TC","Glulisin","DRA Consultancy Sdn. Bhd."
"10507","MAL10100216TC","TCM PILESO CAPSULE","Tcm Specialist Centre (pudu) Sdn. Bhd."
"10508","MAL10120095T","Shine Gincare-60 Film Coated Tablet","Y.S.P. INDUSTRIES (M) SDN BHD"
"10509","MAL12030013T","Ramuan Health Sawit","Biotropics Malaysia Berhad"
"10510","MAL10100090T","Tei-Fu Metalite Capsule","SUNRIDER INTERNATIONAL (MALAYSIA) SDN BHD"
"10511","MAL10100209TC","JAMU MAK DARA ASLI KAPSUL","YAABIB DOT COM"
"10512","MAL11100021TC","SP Plus Evodia Pus Capsule","SP PLUS ENTERPRISE"
"10513","MAL11010046TC","SERBUK JAMU MAK DARA","YAABIB DOT COM"
"10514","MAL11030132TC","Balsem Green","NANG HIN MEDICAL SDN. BHD."
"10515","MAL11030150TC","Nature’s Way Ginkgo Biloba 2000mg Tablets","PharmaCare (Asia) Sdn Bhd"
"10516","MAL11050008TC","Capsy Plus","NANG HIN MEDICAL SDN. BHD."
"10517","MAL11010047T","Cordy Excellium Capsule 250mg","GANO EXCEL INDUSTRIES SDN BHD"
"10518","MAL11030052T","BTY SHEN LING BAI SHU KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10519","MAL11030036T","BTY SANG ZHI HU ZHANG KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10520","MAL11030037T","BTY HUO XIANG ZHENG QI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10521","MAL11030038T","BTY SHENG MAI YIN KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10522","MAL11030046T","BTY TIAN WANG BU XIN KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10523","MAL11030047T","BTY BAI GUO DING CHUAN KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10524","MAL11030123T","BTY FANG FENG TONG SHENG KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"10525","MAL11030048T","BTY ZHI KE KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10526","MAL11030049T","BTY CHUAN BEI PI PA KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10527","MAL11030039T","BTY BAO HE KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10528","MAL11030058T","BTY BI TONG LING KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"10529","MAL11030053T","BTY HUO LUO XIAO LING KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10530","MAL10110078T","BTY MU XIANG SHUN QI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10531","MAL10110083T","BTY ZHI QIN KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10532","MAL10110084T","BTY SHI WEI GAN MAI DA ZAO KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10533","MAL10110085T","BTY ER CHEN KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10534","MAL10110086T","BTY FU FANG GOU JI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10535","MAL10110087T","BTY XING SU YIN KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"10536","MAL10110088T","BTY XUE FU ZHU YU KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10537","MAL11070038T","JT Clear Heat","Jin Teik Organic Health Food Sdn Bhd"
"10538","MAL10110089T","BTY ER MU NING SOU KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10539","MAL11070032TC","Hurix's GastroCare (Powder)","JIN BIN CORPORATION SDN. BHD."
"10540","MAL12040011T","E-Plus Flucough Syrup","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"10541","MAL11030133TC","Minyak Tradisional Cap Bahtera","Abdul Halim Bin Rejab"
"10542","MAL12010011TC","Double Panda Cordyceps","YIN HUAT MEDICAL COMPANY SDN. BHD."
"10543","MAL12040012TCR","HB Wei","Metro Signature Sdn Bhd"
"10544","MAL10100111TC","Icare Cordy Capsule 400mg","Natural Summit Sdn Bhd"
"10545","MAL12030014TC","Neuvizen","MB NUTRACEUTICALS SDN BHD"
"10546","MAL11100022T","Sinupret Childrens Syrup","A. MENARINI SINGAPORE PTE. LTD."
"10547","MAL12010012TC","EXCELIFE CHOLESWELL VEGETABLE CAPSULE","MB NUTRACEUTICALS SDN BHD"
"10548","MAL11120012T","Dan Zhi Xiao Yao Women""s Health","MAH TAI CHINESE MEDICINE REFINERY"
"10549","MAL11030152TC","MEIKO Spirulina Tropicana 200mg","TST (ASIA) SDN. BHD."
"10550","MAL11050024T","KAPSUL SENNA LEAF","SERI MH UMMI SDN BHD"
"10551","MAL11010054T","ROYAL CORDYCEPS CS-4 CAPSULE","SG GLOBAL BIOTECH SDN BHD"
"10552","MAL11090029T","Semporna Seaweed Capsule","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"10553","MAL10110123T","GNC HERBAL PLUS® Hawthorn Extract 150 MG Capsule","ONI Global (Malaysia) Sdn Bhd"
"10554","MAL11050009T","PUMEISHU","G&G Century (M) Sdn Bhd"
"10555","MAL11050010T","Kapsul Tradisional Akar Siok Plus","SERI MH UMMI SDN BHD"
"10556","MAL11030145T","Song Shan Maratonic","HUAMAO AGENCIES SDN. BHD."
"10557","MAL10110110TC","ICARE Gano Cordy","Natural Summit Sdn Bhd"
"10558","MAL11080028T","HM Ding Chuan Tang","HIGH MEAN (M) SDN BHD"
"10559","MAL11080029T","HM Dao Chi San","HIGH MEAN (M) SDN BHD"
"10560","MAL12010015T","Linkus lozenges mini (Cherry flavor)","Herbion Sdn. Bhd."
"10561","MAL11060051TC","JAMU MANDARA 1 Kapsul 400mg","Mandara Solutions Enterprise"
"10562","MAL11060052TC","JAMU MANDARA 2 Kapsul 400mg","Mandara Solutions Enterprise"
"10563","MAL11120015TC","VV BEAUTY SOLUTION MOMENNT _Lady Capsule_","Hanafi Ayu Enterprise"
"10564","MAL11030064T","KAPSUL MAAJUN GAMAT PILIHAN HERBANIKA","NUSANTARA MAJU ENTERPRISE"
"10565","MAL11030065T","KAPSUL KACIP FATIMAH PILIHAN PLUS","NUSANTARA MAJU ENTERPRISE"
"10566","MAL11060046T","UMMI kapsul resdung","SERI MH UMMI SDN BHD"
"10567","MAL10100197T","BTY FENG SHI ZHI TONG KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10568","MAL10120081TC","HB Netsu","Metro Signature Sdn Bhd"
"10569","MAL10100198T","BTY GUI PI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10570","MAL10110070T","BTY XIANG SHA LIU JUN ZI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10571","MAL11030059T","BTY FU YUAN HUO XUE KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"10572","MAL10110111T","BTY YAN YAN KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10573","MAL11030060T","BTY WU TENG KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"10574","MAL11040032T","MEBO GIC","Mebo Healthcare Sdn Bhd"
"10575","MAL11030054T","BTY PING WEI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10576","MAL11030134T","BTY WU WEI XIAO DU KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10577","MAL11030055T","BTY QIANG HUO SHENG SHI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10578","MAL10110071T","BTY ZHI SOU SAN KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10579","MAL11030040T","BTY YI GUAN JIAN KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10580","MAL11030041T","BTY LIU JUN ZI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10581","MAL11030042T","BTY SANG XING KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10582","MAL11030043T","BTY DANG GUI NIAN TONG KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10583","MAL10110096T","BTY YU NU JIAN KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10584","MAL11030074TC","apricon","Tk Farmas Solution & Industries"
"10585","MAL10110079T","BTY JING FANG BAI DU KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10586","MAL10110080T","BTY JIU WEI QIANG HUO KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10587","MAL10110081T","BTY FU FANG KU SHEN KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"10588","MAL11030070T","BTY XIAO ZHONG HUO XUE KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"10589","MAL10110082T","BTY SI JUN ZI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"10590","MAL11060053TC","U-PINEX  Jung Cao Plus Cough Mixture","U-PIN MEDIC TRADING SDN. BHD."
"10591","MAL11060054TC","U-PINEX CoughCare","U-PIN MEDIC TRADING SDN. BHD."
"10592","MAL11060038TC","THE PrimAGE AndroGuard Tablet","CAMBERT(M) SDN BHD"
"10593","MAL11050020T","Nourishment Plus","MAH TAI CHINESE MEDICINE REFINERY"
"10594","MAL11060060T","Herbal Feveless Extract","MAH TAI CHINESE MEDICINE REFINERY"
"10595","MAL11030135T","JingWanHong Ointment","BUMARI SDN. BHD."
"10596","MAL11060039TC","Bio Spektra Manna-Plus Capsule 250mg","AK PHARMACY & NATUROPATHY CENTER"
"10597","MAL12010016T","Linkus lozenges mini (Strawberry flavor)","Herbion Sdn. Bhd."
"10598","MAL11060050TC","BR.HOM PLUS","Hasla Integrated Sdn Bhd"
"10599","MAL11050015T","Junk Brand Bird""s Nest Cordyceps Chuan Bei Pei Pa Kao Plus","WTH PHARMACEUTICAL SDN BHD"
"10600","MAL11060056T","Zendic Plus Capsule 710mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10601","MAL20102069TCE","Hebal Farm Di-BTrim Capsule","Herbal Farm"
"10602","MAL20102097TE","ENDURUNZ KAPSUL","DOT GREEN LIFESCIENCES SDN. BHD."
"10603","MAL20112141TE","Conforer Global Fenax Plus Capsule","CONFORER MEDI-CARE  ENTERPRISE"
"10604","MAL20112171TE","Cordycellium Capsule 450 mg","GANO EXCEL INDUSTRIES SDN BHD"
"10605","MAL20122222TE","SQINBEAUTE CAPSULE","DOT GREEN LIFESCIENCES SDN. BHD."
"10606","MAL20122223TE","CHEVEUX-SHINE CAPSULE","DOT GREEN LIFESCIENCES SDN. BHD."
"10607","MAL20122233TE","SMOOTH CIR-Q CAPSULE","DOT GREEN LIFESCIENCES SDN. BHD."
"10608","MAL20122237TE","NATURE-C CAPSULE","DOT GREEN LIFESCIENCES SDN. BHD."
"10609","MAL20122236TE","VEGE-CAL CAPSULE","DOT GREEN LIFESCIENCES SDN. BHD."
"10610","MAL20122231TCE","MOLLIKA SPIRULINA TABLET","ASIA CHANCE SDN BHD"
"10611","MAL20122229TE","TOUCHI-D 300MG","Reishilab Sdn Bhd"
"10612","MAL20122232TE","YIGAHO WHEATGRASS POWDER","NATUREBIO LABORATORIES SDN.BHD"
"10613","MAL20132278TE","KOBELLON LIQUID","DOT GREEN LIFESCIENCES SDN. BHD."
"10614","MAL20132282TE","ANLIQ","DOT GREEN LIFESCIENCES SDN. BHD."
"10615","MAL20132292TE","MELIA PROPOLIS","HERBAL SCIENCE SDN. BHD."
"10616","MAL20132305TE","NANOPOLIS GREEN PROPOLIS","HERBAL SCIENCE SDN. BHD."
"10617","MAL20132315TE","URIMAX","DOT GREEN LIFESCIENCES SDN. BHD."
"10618","MAL20132333TE","MAGIC GREEN","DOT GREEN LIFESCIENCES SDN. BHD."
"10619","MAL20132369TE","HOU TSAO SAN","BIOFACT LIFE SDN. BHD."
"10620","MAL20142372TCE","VIGOMAZ","LJACK (M) SDN BHD"
"10621","MAL20132350TE","BIO NICE SHENG MAI TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10622","MAL20132357TE","BIO NICE SHAO YAO GAN CAO TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10623","MAL20132356TE","BIO NICE MA XING GAN SHI TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10624","MAL20132355TE","BIO NICE WU WEI XIAO DU TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10625","MAL20132368TE","BIO NICE PIN WEI TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10626","MAL20132366TE","BIO NICE YOU GIU TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10627","MAL20132365TE","BIO NICE ER CHEN TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10628","MAL20132364TE","BIO NICE JIA WEI PING WEI TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10629","MAL20132363TE","BIO NICE LING WEI SHU GAN TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10630","MAL20132362TE","BIO NICE GAN MAI DA ZAO TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10631","MAL20132361TE","BIO NICE ZHI KE TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10632","MAL20132360TE","BIO NICE ZUO GIU TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10633","MAL20132359TE","BIO NICE TIANMA GOU TENG TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10634","MAL20132358TE","BIO NICE GAN LU TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10635","MAL20132349TE","BIO NICE GAN LU XIAO DU TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10636","MAL20132354TE","BIO NICE XUE FU ZHU YU TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10637","MAL20132353TE","Bio Nice Jia Wei Xiao Yao Tablet","BIO NICE INDUSTRY SDN BHD"
"10638","MAL20132352TE","BIO NICE REN SHEN BAI DU TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10639","MAL20132351TE","BIO NICE SHEN TONG ZHU YU TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10640","MAL20142378TCE","BIOE ORGANIC LINGZHI CAPSULE","Bio-energy Technology Sdn Bhd"
"10641","MAL20142379TCE","BIOE CORDYCEPS SHELL-BROKEN LINGZHI CAPSULE","Bio-energy Technology Sdn Bhd"
"10642","MAL20142381TE","BIO NICE BA ZHENG TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10643","MAL20142382TE","BIO NICE LONG DAN XIA GAN TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10644","MAL20142383TE","BIO NICE JI SHENG SHEN QI TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10645","MAL20142400TE","BIO NICE YI YI REN TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10646","MAL20142384TE","BIO NICE XIAO CHENG QI TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10647","MAL20142385TE","BIO NICE XIAO HUO LUO TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10648","MAL20142386TE","BIO NICE XIAO JIAN ZHONG TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10649","MAL20142387TE","BIO NICE SHI WEI XIANG RU TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10650","MAL20142388TE","BIO NICE SHI SHEN TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10651","MAL20142399TE","BIO NICE BA ZHEN TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10652","MAL20142398TE","BIO NICE JIU WEI JIANG HUO TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10653","MAL20142395TE","BIO NICE XIAO CHAI HU TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10654","MAL20142396TE","BIO NICE WEN DAN TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10655","MAL20142397TE","BIO NICE DU HUO JI SHENG TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10656","MAL20142401TE","BIO NICE YI GUAN JIAN TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10657","MAL20142402TE","BIO NICE XIAO QING LONG TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10658","MAL20142403TE","BIO NICE YIN QIAO TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10659","MAL20142404TE","BIO NICE SHI QUAN DABU TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10660","MAL20142405TE","BIO NICE SHI WEI BAI DU TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10661","MAL20142406TE","BIO NICE GUI PI TABLET 500MG","BIO NICE INDUSTRY SDN BHD"
"10662","MAL20142380TCE","BIOE E-SLEEP PLUS CAPSULE","Bio-energy Technology Sdn Bhd"
"10663","MAL20142390TCE","BIOE RHODIOLA ROSEA CAPSULE","Bio-energy Technology Sdn Bhd"
"10664","MAL20142391TCE","BIOE HAWTHORN BERRY EXTRACT CAPSULE","Bio-energy Technology Sdn Bhd"
"10665","MAL20142411TE","Green O Liquid","HERBAL SCIENCE SDN. BHD."
"10666","MAL20142410TCE","BIOE WILD TIGER MILK MUSHROOM","Bio-energy Technology Sdn Bhd"
"10667","MAL20142414TCE","BIOE CAT`S WHISKER GINSENG TEA","Bio-energy Technology Sdn Bhd"
"10668","MAL15010001TC","PowerLIFE Bonliv Formula Capsule","Powerlife (m) Sdn Bhd"
"10669","MAL15010002TC","4Life® Pine Bark Grape Seed Plus Capsules","Forlife Research Imports Sdn Bhd"
"10670","MAL20142419TE","EH TONGKAT ALI EXTRACT CAPSULE","ENERGI UCARE GLOBAL LTD"
"10671","MAL14120002T","Natural Wellness Black Cumin Capsule 400mg","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10672","MAL15080001T","UNIFLEX SHANGFENG GANMAO FEN","S.H. UNIFLEX CHINESE MEDICAL FACTORY SDN BHD"
"10673","MAL15010009TC","HB"" Jing Capsule","Metro Signature Sdn Bhd"
"10674","MAL14120016TC","HB"" Harmony Capsule","Metro Signature Sdn Bhd"
"10675","MAL14120013TC","L-GUARDZ CAPSULE","HMS CONCEPT SDN. BHD."
"10676","MAL15010003T","Oleaf Gano Rooibos Tea","GANO EXCEL INDUSTRIES SDN BHD"
"10677","MAL14120003T","D.I. GINSENG HONEY GINGER POWDER","DYNAPHARM HERBAL (M) SDN. BHD."
"10678","MAL15010004T","i Red Gano Herbal Tea","GANO EXCEL ENTERPRISE SDN BHD"
"10679","MAL15040043T","Happy Health Xin Pipagao With Bird's Nest Plus","Happy Health (m) Sdn Bhd"
"10680","MAL15010010TC","Cabloc Raspberry & Green Coffee Bean Extract Plus Capsules","AJ RESEARCH & PHARMA SDN. BHD."
"10681","MAL15070001TCS","nu-prep LELAKI capsule","Biotropics Malaysia Berhad"
"10682","MAL15040051T","Tri Leaves Brand Cooling Water ( Air Penyejuk Badan Cap Tiga Daun)","Sun Beans Foods Industries Sdn. Bhd."
"10683","MAL15060002TC","ND LIFE Apricot Seeds, Capsule, 350 mg","NDLIFE MARKETING SDN.BHD."
"10684","MAL20142427TE","BONEFIT CAPSULE","Phytobiotech Sdn. Bhd."
"10685","MAL15040002T","NW TrigoLus Capsule","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"10686","MAL15040021TC","AMIN KAPSUL AL-HABBATUL AS-SAUDA""","AL AMIN PRODUCTION"
"10687","MAL15020003T","VITAHERB Cordyceps 250mg Capsule","WINWA MEDICAL SDN. BHD."
"10688","MAL14120006T","SEABUCK BALANCEUTIQ ESSENCE SOFTGEL","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD"
"10689","MAL14100001T","hovid SUPRA EPO 900mg Soft Gelatin Capsule","HOVID BERHAD"
"10690","MAL14120020TC","BIO NICE MISTURA ER CHEN TANG","Bio Nice Herbal World Sdn Bhd"
